ref,commission_percent,station_distance,rent,pub_date,pub_time,studio,n_rooms,area,floor,n_floors,n_days,mcc,circle,center_distance,parsing_date,y
/moskva/kvartiry/3-k_kvartira_132_m_28_et._1911512601,0,2,270.0,2020-07-31,,0,3,132,2,8,5,0,0,1.6755678969947756,2020-08-04,2.0454545454545454
/moskva/kvartiry/3-k_kvartira_120_m_314_et._483938004,,16,60.0,2020-07-31,,0,3,120,3,14,5,0,0,17.18525020532792,2020-08-04,0.5
/moskva/kvartiry/2-k_kvartira_42_m_55_et._1958913246,,4,45.0,2020-07-29,,0,2,42,5,5,7,0,0,10.443150777690152,2020-08-04,1.0714285714285714
/moskva/kvartiry/3-k_kvartira_77_m_39_et._1958271006,50,2,70.0,2020-07-31,,0,3,77,3,9,6,0,0,5.9255803599455605,2020-08-04,0.9090909090909091
/moskva/kvartiry/1-k_kvartira_36_m_29_et._1977364884,60,6,25.0,2020-07-28,,0,1,36,2,9,8,0,0,12.86651739103494,2020-08-04,0.6944444444444444
/moskva/kvartiry/1-k_kvartira_39_m_1617_et._1957037598,,13,43.0,2020-07-31,,0,1,39,16,17,5,0,0,15.815910794687333,2020-08-04,1.1025641025641026
/moskva/kvartiry/1-k_kvartira_35_m_1017_et._1158482538,50,2,32.0,2020-08-02,,0,1,35,10,17,3,0,0,14.973041251810885,2020-08-04,0.9142857142857143
/moskva/kvartiry/2-k_kvartira_41_m_15_et._1950841333,50,13,28.0,2020-07-29,,0,2,41,1,5,7,0,0,13.104947130339838,2020-08-04,0.6829268292682927
/moskva/kvartiry/2-k_kvartira_44.5_m_19_et._1847737153,,9,38.0,2020-08-02,,0,2,44,1,9,8,0,0,14.274933458415227,2020-08-04,0.8636363636363636
/moskva/kvartiry/1-k_kvartira_40_m_314_et._1972455251,50,4,28.0,2020-07-30,,0,1,40,3,14,7,0,0,19.562462683919765,2020-08-04,0.7
/moskva/kvartiry/2-k_kvartira_57_m_1114_et._1847933237,100,12,35.0,2020-07-28,,0,2,57,11,14,10,0,0,13.558779945548173,2020-08-04,0.6140350877192983
/moskva/kvartiry/1-k_kvartira_33_m_29_et._1935978097,,12,45.0,2020-07-31,,0,1,33,2,9,10,1,0,11.149641237333775,2020-08-04,1.3636363636363635
/moskva/kvartiry/3-k_kvartira_52_m_49_et._1320172087,0,8,50.0,2020-08-01,,0,3,52,4,9,4,0,0,15.037649645206713,2020-08-04,0.9615384615384616
/moskva/kvartiry/2-k_kvartira_54_m_717_et._1975455482,60,15,38.5,2020-07-30,,0,2,54,7,17,6,0,0,17.492094911507404,2020-08-04,0.7129629629629629
/moskva/kvartiry/1-k_kvartira_33_m_59_et._1974450229,100,6,37.0,2020-07-28,,0,1,33,5,9,8,0,0,8.853363046289289,2020-08-04,1.121212121212121
/moskva/kvartiry/1-k_kvartira_33_m_69_et._1969716693,,26,37.0,2020-07-28,,0,1,33,6,9,9,0,0,12.844090430537948,2020-08-04,1.121212121212121
/moskva/kvartiry/1-k_kvartira_36_m_516_et._1255733585,100,6,26.0,2020-07-29,,0,1,36,5,16,,0,0,12.184305862368571,2020-08-04,0.7222222222222222
/moskva/kvartiry/2-k_kvartira_48_m_1625_et._1954817715,,12,45.0,2020-07-30,,0,2,48,16,25,12,0,0,19.189259057076622,2020-08-04,0.9375
/moskva/kvartiry/2-k_kvartira_82_m_39_et._1969111453,0,4,135.0,2020-07-31,,0,2,82,3,9,5,0,0,1.7610692492100228,2020-08-04,1.646341463414634
/moskva/kvartiry/1-k_kvartira_40_m_1012_et._1957293459,,6,30.0,2020-08-04,08:00:24.683127,0,1,40,10,12,4,0,0,16.940818075731936,2020-08-04,0.75
/moskva/kvartiry/2-k_kvartira_54_m_817_et._1962104072,,10,40.0,2020-07-28,,0,2,54,8,17,9,0,0,18.55994978703984,2020-08-04,0.7407407407407407
/moskva/kvartiry/2-k_kvartira_59_m_1122_et._1788912514,,8,34.0,2020-07-28,,0,2,59,11,22,11,0,0,20.28006401482817,2020-08-04,0.576271186440678
/moskva/kvartiry/3-k_kvartira_80_m_13_et._1837269663,50,22,38.0,2020-07-28,,0,3,80,1,3,16,0,0,12.833674364295671,2020-08-04,0.475
/moskva/kvartiry/3-k_kvartira_52.9_m_35_et._1972732414,25,1,50.0,2020-07-28,,0,3,53,3,5,16,0,0,6.600650082278796,2020-08-04,0.9433962264150944
/moskva/kvartiry/1-k_kvartira_33_m_79_et._1951671643,50,3,40.0,2020-08-02,,0,1,33,7,9,3,0,0,7.240311699791832,2020-08-04,1.2121212121212122
/moskva/kvartiry/2-k_kvartira_45_m_58_et._1910666179,50,3,60.0,2020-08-01,,0,2,45,5,8,4,0,0,2.3450111132848006,2020-08-04,1.3333333333333333
/moskva/kvartiry/1-k_kvartira_40_m_2225_et._851405164,,2,30.0,2020-08-01,,0,1,40,22,25,,0,0,20.28006401482817,2020-08-04,0.75
/moskva/kvartiry/3-k_kvartira_152_m_26_et._1972864511,0,6,741.586,2020-07-31,,0,3,152,2,6,5,0,1,2.7707053393014025,2020-08-04,4.878855263157895
/moskva/kvartiry/1-k_kvartira_36_m_915_et._1883482972,,18,45.0,2020-08-01,,0,1,36,9,15,7,1,0,11.149641237333775,2020-08-04,1.25
/moskva/kvartiry/2-k_kvartira_52_m_812_et._1968930126,50,9,40.0,2020-07-31,,0,2,52,8,12,5,0,0,38.05223639778658,2020-08-04,0.7692307692307693
/moskva/kvartiry/3-k_kvartira_79_m_312_et._1893141277,,4,62.0,2020-07-31,,0,3,79,3,12,5,0,0,12.785580057042635,2020-08-04,0.7848101265822784
/moskva/kvartiry/2-k_kvartira_45.5_m_25_et._1855358378,,7,43.0,2020-07-31,,0,2,46,2,5,9,0,0,12.37597295337994,2020-08-04,0.9347826086956522
/moskva/kvartiry/1-k_kvartira_50_m_1042_et._1954085872,50,1,70.0,2020-07-29,,0,1,50,10,42,9,0,0,4.929521205774406,2020-08-04,1.4
/moskva/kvartiry/2-k_kvartira_42.5_m_79_et._816596772,,8,36.5,2020-07-31,,0,2,42,7,9,7,1,0,9.817814863464967,2020-08-04,0.8690476190476191
/moskva/kvartiry/1-k_kvartira_43.5_m_716_et._1894574407,50,3,50.0,2020-08-02,,0,1,44,7,16,3,0,0,16.591847168959653,2020-08-04,1.1363636363636365
/moskva/kvartiry/1-k_kvartira_40_m_1314_et._1515604348,70,4,34.0,2020-07-30,,0,1,40,13,14,8,0,0,8.472844364103706,2020-08-04,0.85
/moskva/kvartiry/1-k_kvartira_36_m_59_et._1951042951,70,12,22.0,2020-07-28,,0,1,36,5,9,15,0,0,12.833674364295671,2020-08-04,0.6111111111111112
/moskva/kvartiry/4-k_kvartira_150_m_1830_et._1957948822,,3,130.0,2020-08-01,,0,4,150,18,30,5,0,0,11.337152423327126,2020-08-04,0.8666666666666667
/moskva/kvartiry/2-k_kvartira_41.2_m_1414_et._1979170048,,7,30.0,2020-07-28,,0,2,41,14,14,9,0,0,16.167248744604045,2020-08-04,0.7317073170731707
/moskva/kvartiry/studiya_20_m_45_et._1958813389,,6,40.0,2020-08-01,,1,1,20,4,5,4,0,0,10.753644694068587,2020-08-04,2.0
/moskva/kvartiry/1-k_kvartira_40_m_612_et._1978651961,,9,35.0,2020-08-01,,0,1,40,6,12,4,1,0,5.5512685522760785,2020-08-04,0.875
/moskva/kvartiry/3-k_kvartira_180_m_413_et._1912461783,0,11,135.0,2020-08-01,,0,3,180,4,13,4,0,0,42.08652548896108,2020-08-04,0.75
/moskva/kvartiry/studiya_20_m_612_et._1975850887,,10,27.0,2020-07-28,,1,1,20,6,12,8,0,0,14.517695813647885,2020-08-04,1.35
/moskva/kvartiry/1-k_kvartira_15_m_216_et._1951412799,,2,20.0,2020-07-28,,0,1,15,2,16,8,1,0,7.339664030881878,2020-08-04,1.3333333333333333
/moskva/kvartiry/1-k_kvartira_45_m_716_et._1979546295,50,10,40.0,2020-08-02,,0,1,45,7,16,3,0,0,12.089482000516536,2020-08-04,0.8888888888888888
/moskva/kvartiry/1-k_kvartira_45_m_1014_et._1971386904,40,9,32.0,2020-07-29,,0,1,45,10,14,16,0,0,15.523108364057276,2020-08-04,0.7111111111111111
/moskva/kvartiry/2-k_kvartira_55_m_36_et._1951286632,0,6,130.0,2020-08-01,,0,2,55,3,6,4,0,1,3.082867206614293,2020-08-04,2.3636363636363638
/moskva/kvartiry/1-k_kvartira_16_m_122_et._1957596755,,2,29.0,2020-07-31,,0,1,16,1,22,6,0,0,18.55994978703984,2020-08-04,1.8125
/moskva/kvartiry/1-k_kvartira_43.5_m_817_et._1914450622,50,5,33.0,2020-07-28,,0,1,44,8,17,9,0,0,20.28006401482817,2020-08-04,0.75
/moskva/kvartiry/3-k_kvartira_59_m_99_et._1844077498,,26,49.0,2020-07-31,,0,3,59,9,9,6,0,0,12.844090430537948,2020-08-04,0.8305084745762712
/moskva/kvartiry/2-k_kvartira_48_m_516_et._1972995289,,4,35.0,2020-07-28,,0,2,48,5,16,8,0,0,17.929234141670864,2020-08-04,0.7291666666666666
/moskva/kvartiry/2-k_kvartira_48_m_99_et._1960208642,30,9,45.0,2020-07-31,,0,2,48,9,9,5,0,0,12.785580057042635,2020-08-04,0.9375
/moskva/kvartiry/1-k_kvartira_34_m_25_et._1949900301,60,8,25.0,2020-07-28,,0,1,34,2,5,9,0,0,10.477097307352325,2020-08-04,0.7352941176470589
/moskva/kvartiry/3-k_kvartira_140_m_67_et._1905724412,,1,430.0,2020-08-02,,0,3,140,6,7,7,0,0,2.1301480352176,2020-08-04,3.0714285714285716
/moskva/kvartiry/2-k_kvartira_50_m_1013_et._1877402113,50,2,55.0,2020-07-30,,0,2,50,10,13,12,0,0,2.6184046785429707,2020-08-04,1.1
/moskva/kvartiry/1-k_kvartira_40_m_417_et._1980693021,50,3,30.0,2020-07-31,,0,1,40,4,17,5,0,0,21.056346800212825,2020-08-04,0.75
/moskva/kvartiry/2-k_kvartira_50_m_1114_et._1647014615,0,2,100.0,2020-08-01,,0,2,50,11,14,4,0,1,3.4395828872816336,2020-08-04,2.0
/moskva/kvartiry/3-k_kvartira_75_m_712_et._1955748903,,6,50.0,2020-07-31,,0,3,75,7,12,5,0,0,16.18460293813983,2020-08-04,0.6666666666666666
/moskva/kvartiry/2-k_kvartira_62_m_611_et._796311700,,7,78.0,2020-08-04,15:01:20.722263,0,2,62,6,11,2,0,0,5.2948330550598985,2020-08-04,1.2580645161290323
/moskva/kvartiry/3-k_kvartira_60_m_45_et._1969304893,,24,43.0,2020-07-30,,0,3,60,4,5,6,0,0,8.854535352572697,2020-08-04,0.7166666666666667
/moskva/kvartiry/1-k_kvartira_34_m_55_et._1963120141,70,9,30.0,2020-07-29,,0,1,34,5,5,7,0,0,8.854535352572697,2020-08-04,0.8823529411764706
/moskva/kvartiry/2-k_kvartira_55_m_25_et._1759148279,40,5,50.0,2020-07-31,,0,2,55,2,5,5,0,0,10.783910412519429,2020-08-04,0.9090909090909091
/moskva/kvartiry/2-k_kvartira_51_m_312_et._1785831889,30,6,46.0,2020-07-30,,0,2,51,3,12,8,0,0,7.06392354263755,2020-08-04,0.9019607843137255
/moskva/kvartiry/3-k_kvartira_72_m_710_et._1979351645,,4,250.0,2020-08-02,,0,3,72,7,10,7,0,0,2.350441672322792,2020-08-04,3.4722222222222223
/moskva/kvartiry/studiya_20_m_219_et._1857730902,,14,33.66,2020-07-29,,1,1,20,2,19,7,0,0,17.396838684991508,2020-08-04,1.6829999999999998
/moskva/kvartiry/3-k_kvartira_76_m_416_et._1502672835,40,2,50.0,2020-08-01,,0,3,76,4,16,4,0,0,23.49489277665689,2020-08-04,0.6578947368421053
/moskva/kvartiry/2-k_kvartira_55_m_314_et._1485613182,30,12,45.0,2020-07-31,,0,2,55,3,14,5,0,0,11.192041397390943,2020-08-04,0.8181818181818182
/moskva/kvartiry/4-k_kvartira_165_m_46_et._1976682538,0,17,300.0,2020-08-02,,0,4,165,4,6,3,1,0,10.893106224042754,2020-08-04,1.8181818181818181
/moskva/kvartiry/2-k_kvartira_52_m_1217_et._1977451573,50,7,40.0,2020-07-29,,0,2,52,12,17,7,0,0,19.834721014152784,2020-08-04,0.7692307692307693
/moskva/kvartiry/2-k_kvartira_38.4_m_1112_et._1965081737,,18,37.0,2020-07-28,,0,2,38,11,12,14,0,0,16.18460293813983,2020-08-04,0.9736842105263158
/moskva/kvartiry/2-k_kvartira_46_m_726_et._1953302569,0,5,69.0,2020-07-29,,0,2,46,7,26,7,0,0,12.33177916408014,2020-08-04,1.5
/moskva/kvartiry/1-k_kvartira_38_m_417_et._1921624235,50,7,37.0,2020-07-28,,0,1,38,4,17,14,0,0,16.591847168959653,2020-08-04,0.9736842105263158
/moskva/kvartiry/2-k_kvartira_36_m_1014_et._1966460996,,11,33.0,2020-07-28,,0,2,36,10,14,9,0,0,8.168661268245879,2020-08-04,0.9166666666666666
/moskva/kvartiry/2-k_kvartira_60_m_1315_et._1830837343,,12,55.0,2020-07-31,,0,2,60,13,15,7,0,0,10.477097307352325,2020-08-04,0.9166666666666666
/moskva/kvartiry/2-k_kvartira_38_m_25_et._1949719559,100,5,38.0,2020-07-28,,0,2,38,2,5,9,0,0,7.240311699791832,2020-08-04,1.0
/moskva/kvartiry/2-k_kvartira_54_m_312_et._1872256931,,3,70.0,2020-07-31,,0,2,54,3,12,5,0,1,3.4395828872816336,2020-08-04,1.2962962962962963
/moskva/kvartiry/2-k_kvartira_52_m_316_et._1949863576,,22,30.0,2020-07-29,,0,2,52,3,16,9,0,0,12.184305862368571,2020-08-04,0.5769230769230769
/moskva/kvartiry/2-k_kvartira_46_m_89_et._1943920462,50,5,40.0,2020-07-30,,0,2,46,8,9,6,0,0,4.118448547997712,2020-08-04,0.8695652173913043
/moskva/kvartiry/2-k_kvartira_52_m_412_et._1803336694,,11,40.0,2020-08-01,,0,2,52,4,12,4,0,0,8.022086330831291,2020-08-04,0.7692307692307693
/moskva/kvartiry/2-k_kvartira_45_m_1112_et._1914212344,50,10,45.0,2020-07-31,,0,2,45,11,12,5,0,0,15.815910794687333,2020-08-04,1.0
/moskva/kvartiry/1-k_kvartira_40_m_1617_et._1978365342,40,5,35.0,2020-07-30,,0,1,40,16,17,6,0,0,9.372435489307756,2020-08-04,0.875
/moskva/kvartiry/3-k_kvartira_100_m_1014_et._1926062909,0,12,80.0,2020-08-01,,0,3,100,10,14,4,0,0,11.337152423327126,2020-08-04,0.8
/moskva/kvartiry/2-k_kvartira_42.4_m_58_et._1946451362,,1,40.0,2020-07-28,,0,2,42,5,8,9,0,0,9.372435489307756,2020-08-04,0.9523809523809523
/moskva/kvartiry/3-k_kvartira_93_m_326_et._1912623851,0,2,120.0,2020-08-01,,0,3,93,3,26,4,0,0,8.472844364103706,2020-08-04,1.2903225806451613
/moskva/kvartiry/1-k_kvartira_38_m_48_et._1976815192,50,4,30.0,2020-07-30,,0,1,38,4,8,7,0,0,23.49489277665689,2020-08-04,0.7894736842105263
/moskva/kvartiry/2-k_kvartira_48_m_416_et._1964183663,50,28,32.0,2020-07-30,,0,2,48,4,16,10,0,0,13.104947130339838,2020-08-04,0.6666666666666666
/moskva/kvartiry/3-k_kvartira_140_m_25_et._1926351850,0,3,160.0,2020-07-29,,0,3,140,2,5,7,0,0,1.2342595235549099,2020-08-04,1.1428571428571428
/moskva/kvartiry/3-k_kvartira_79_m_513_et._1930936427,,6,80.4,2020-08-01,,0,3,79,5,13,11,0,0,4.083909171733213,2020-08-04,1.0177215189873419
/moskva/kvartiry/2-k_kvartira_44_m_55_et._1981308116,50,11,40.0,2020-07-31,,0,2,44,5,5,5,0,0,7.622563528947164,2020-08-04,0.9090909090909091
/moskva/kvartiry/1-k_kvartira_30_m_1017_et._1932103151,,20,40.0,2020-07-28,,0,1,30,10,17,9,0,0,42.08652548896108,2020-08-04,1.3333333333333333
/moskva/kvartiry/1-k_kvartira_38_m_1114_et._1979410022,100,4,32.0,2020-07-28,,0,1,38,11,14,9,0,0,10.34751529893556,2020-08-04,0.8421052631578947
/moskva/kvartiry/2-k_kvartira_34_m_89_et._1796836574,,7,32.0,2020-07-28,,0,2,34,8,9,9,0,0,10.738613232563797,2020-08-04,0.9411764705882353
/moskva/kvartiry/1-k_kvartira_35_m_39_et._1956412917,50,21,25.0,2020-07-31,,0,1,35,3,9,5,0,0,12.833674364295671,2020-08-04,0.7142857142857143
/moskva/kvartiry/3-k_kvartira_70_m_1112_et._1961398908,50,7,50.0,2020-07-30,,0,3,70,11,12,15,0,0,16.91850951108148,2020-08-04,0.7142857142857143
/moskva/kvartiry/2-k_kvartira_58_m_1422_et._1926795172,50,2,45.0,2020-07-30,,0,2,58,14,22,7,0,0,17.492094911507404,2020-08-04,0.7758620689655172
/moskva/kvartiry/2-k_kvartira_48_m_45_et._1965501783,40,19,30.0,2020-07-29,,0,2,48,4,5,8,0,0,12.785580057042635,2020-08-04,0.625
/moskva/kvartiry/1-k_kvartira_37_m_217_et._1979919103,,2,35.0,2020-08-03,,0,1,37,2,17,4,0,0,19.24263549643987,2020-08-04,0.9459459459459459
/moskva/kvartiry/2-k_kvartira_45_m_25_et._1980364097,,2,36.0,2020-07-28,,0,2,45,2,5,9,0,0,0.2146959541557752,2020-08-04,0.8
/moskva/kvartiry/1-k_kvartira_36_m_516_et._1968944682,30,1,50.0,2020-07-31,,0,1,36,5,16,5,0,0,5.16538661677811,2020-08-04,1.3888888888888888
/moskva/kvartiry/1-k_kvartira_45_m_25_et._1922711130,,3,50.0,2020-07-30,,0,1,45,2,5,6,0,0,4.655436104927691,2020-08-04,1.1111111111111112
/moskva/kvartiry/2-k_kvartira_44_m_55_et._1712976586,,11,65.0,2020-07-30,,0,2,44,5,5,6,0,0,9.665403161659539,2020-08-04,1.4772727272727273
/moskva/kvartiry/1-k_kvartira_48_m_2533_et._1189357658,,20,41.99,2020-08-03,,0,1,48,25,33,2,0,0,16.05311753942439,2020-08-04,0.8747916666666667
/moskva/kvartiry/2-k_kvartira_55_m_525_et._1980393856,50,1,50.0,2020-07-29,,0,2,55,5,25,7,0,0,15.037649645206713,2020-08-04,0.9090909090909091
/moskva/kvartiry/3-k_kvartira_75_m_116_et._1914381484,60,25,36.0,2020-07-28,,0,3,75,1,16,8,0,0,12.184305862368571,2020-08-04,0.48
/moskva/kvartiry/1-k_kvartira_42_m_612_et._1964988187,100,7,32.0,2020-07-28,,0,1,42,6,12,8,0,0,14.274933458415227,2020-08-04,0.7619047619047619
/moskva/kvartiry/3-k_kvartira_85_m_38_et._1885101914,60,8,65.0,2020-07-31,,0,3,85,3,8,5,0,0,7.490292618174948,2020-08-04,0.7647058823529411
/moskva/kvartiry/2-k_kvartira_50_m_35_et._1951203097,50,13,40.0,2020-07-28,,0,2,50,3,5,8,0,0,9.207817966979363,2020-08-04,0.8
/moskva/kvartiry/2-k_kvartira_65_m_1217_et._1953633672,50,4,50.0,2020-07-30,,0,2,65,12,17,6,0,0,15.037649645206713,2020-08-04,0.7692307692307693
/moskva/kvartiry/3-k_kvartira_92_m_326_et._1972910816,0,1,150.0,2020-07-31,,0,3,92,3,26,5,0,0,2.3450111132848006,2020-08-04,1.6304347826086956
/moskva/kvartiry/1-k_kvartira_34_m_617_et._1972357142,,8,30.0,2020-07-28,,0,1,34,6,17,9,0,0,12.089482000516536,2020-08-04,0.8823529411764706
/moskva/kvartiry/2-k_kvartira_100_m_622_et._1980584697,60,11,100.0,2020-08-01,,0,2,100,6,22,4,0,0,13.35746983723144,2020-08-04,1.0
/moskva/kvartiry/2-k_kvartira_40_m_912_et._1936228403,,4,56.0,2020-07-29,,0,2,40,9,12,9,0,0,9.207817966979363,2020-08-04,1.4
/moskva/kvartiry/2-k_kvartira_50_m_217_et._1763202892,,10,39.0,2020-07-28,,0,2,50,2,17,9,0,0,13.558779945548173,2020-08-04,0.78
/moskva/kvartiry/1-k_kvartira_36_m_39_et._1958931433,,7,35.0,2020-08-04,20:02:02.101687,0,1,36,3,9,3,0,0,16.91850951108148,2020-08-04,0.9722222222222222
/moskva/kvartiry/2-k_kvartira_48_m_35_et._1959184960,50,11,35.0,2020-07-28,,0,2,48,3,5,10,0,0,14.2673040798135,2020-08-04,0.7291666666666666
/moskva/kvartiry/2-k_kvartira_105_m_3376_et._1939379917,,3,400.0,2020-07-29,,0,2,105,33,76,7,0,0,4.96170717996517,2020-08-04,3.8095238095238093
/moskva/kvartiry/3-k_kvartira_84_m_88_et._1968003014,20,9,110.0,2020-07-31,,0,3,84,8,8,5,0,0,5.2948330550598985,2020-08-04,1.3095238095238095
/moskva/kvartiry/1-k_kvartira_38_m_716_et._1967581682,,6,30.0,2020-07-28,,0,1,38,7,16,13,0,0,22.579784132396757,2020-08-04,0.7894736842105263
/moskva/kvartiry/2-k_kvartira_50.6_m_712_et._1938117317,100,10,35.0,2020-07-28,,0,2,51,7,12,9,0,0,17.396838684991508,2020-08-04,0.6862745098039216
/moskva/kvartiry/1-k_kvartira_39_m_1518_et._1977696656,30,12,33.0,2020-07-30,,0,1,39,15,18,6,0,0,12.785580057042635,2020-08-04,0.8461538461538461
/moskva/kvartiry/2-k_kvartira_45_m_55_et._1979584603,,6,34.0,2020-08-01,,0,2,45,5,5,13,0,0,12.184305862368571,2020-08-04,0.7555555555555555
/moskva/kvartiry/1-k_kvartira_37_m_711_et._1969655616,0,8,100.0,2020-07-31,,0,1,37,7,11,5,0,1,3.4395828872816336,2020-08-04,2.7027027027027026
/moskva/kvartiry/3-k_kvartira_64_m_712_et._1959797149,,5,50.0,2020-07-30,,0,3,64,7,12,6,0,0,17.929234141670864,2020-08-04,0.78125
/moskva/kvartiry/4-k_kvartira_150_m_2130_et._1979116789,50,13,150.0,2020-07-28,,0,4,150,21,30,9,0,0,9.665403161659539,2020-08-04,1.0
/moskva/kvartiry/3-k_kvartira_88_m_712_et._1968242103,,10,65.0,2020-07-31,,0,3,88,7,12,6,0,0,6.225509592284085,2020-08-04,0.7386363636363636
/moskva/kvartiry/1-k_kvartira_32_m_38_et._1943090711,30,4,45.0,2020-08-02,,0,1,32,3,8,3,0,0,7.37912726359075,2020-08-04,1.40625
/moskva/kvartiry/1-k_kvartira_40_m_914_et._1976305979,25,18,43.0,2020-08-02,,0,1,40,9,14,3,1,0,11.149641237333775,2020-08-04,1.075
/moskva/kvartiry/2-k_kvartira_60_m_619_et._1975609751,90,9,29.999,2020-07-29,,0,2,60,6,19,7,0,0,20.28006401482817,2020-08-04,0.49998333333333334
/moskva/kvartiry/2-k_kvartira_65_m_1617_et._1707527563,,19,30.0,2020-07-31,,0,2,65,16,17,5,0,0,20.28006401482817,2020-08-04,0.46153846153846156
/moskva/kvartiry/1-k_kvartira_39.3_m_2225_et._1964057871,,8,47.0,2020-08-03,,0,1,39,22,25,,1,0,8.167439322613241,2020-08-04,1.205128205128205
/moskva/kvartiry/1-k_kvartira_43_m_66_et._1975992974,5,6,90.0,2020-08-02,,0,1,43,6,6,3,0,0,1.0920233664001546,2020-08-04,2.0930232558139537
/moskva/kvartiry/3-k_kvartira_50_m_49_et._1971188216,,3,60.0,2020-07-31,,0,3,50,4,9,5,0,0,14.517695813647885,2020-08-04,1.2
/moskva/kvartiry/2-k_kvartira_45_m_19_et._1935695790,40,10,50.0,2020-07-30,,0,2,45,1,9,6,0,0,16.18460293813983,2020-08-04,1.1111111111111112
/moskva/kvartiry/1-k_kvartira_50_m_2525_et._1951722444,55,9,65.0,2020-08-01,,0,1,50,25,25,7,0,0,6.45954094029812,2020-08-04,1.3
/moskva/kvartiry/4-k_kvartira_120_m_59_et._1905340792,0,4,140.0,2020-08-01,,0,4,120,5,9,4,1,0,5.5512685522760785,2020-08-04,1.1666666666666667
/moskva/kvartiry/3-k_kvartira_79_m_118_et._1976347010,,15,46.0,2020-07-31,,0,3,79,1,18,6,0,0,15.853748484776562,2020-08-04,0.5822784810126582
/moskva/kvartiry/2-k_kvartira_55_m_617_et._1957122832,,6,35.0,2020-07-28,,0,2,55,6,17,8,0,0,15.037649645206713,2020-08-04,0.6363636363636364
/moskva/kvartiry/2-k_kvartira_56_m_1012_et._1966541163,50,1,40.0,2020-08-02,,0,2,56,10,12,4,0,0,21.056346800212825,2020-08-04,0.7142857142857143
/moskva/kvartiry/1-k_kvartira_52_m_38_et._1960916112,,6,59.0,2020-08-02,,0,1,52,3,8,7,0,0,4.174283391931213,2020-08-04,1.1346153846153846
/moskva/kvartiry/1-k_kvartira_43_m_35_et._1978464769,50,7,30.0,2020-08-01,,0,1,43,3,5,5,0,0,38.05223639778658,2020-08-04,0.6976744186046512
/moskva/kvartiry/1-k_kvartira_28_m_78_et._1966156166,,6,26.5,2020-07-30,,0,1,28,7,8,7,0,0,13.279670805067859,2020-08-04,0.9464285714285714
/moskva/kvartiry/2-k_kvartira_40_m_910_et._1971154280,,5,38.0,2020-07-28,,0,2,40,9,10,9,0,0,12.184305862368571,2020-08-04,0.95
/moskva/kvartiry/3-k_kvartira_63_m_1212_et._1958890772,23,12,45.0,2020-08-03,,0,3,63,12,12,4,0,0,17.749787002559334,2020-08-04,0.7142857142857143
/moskva/kvartiry/2-k_kvartira_51_m_1414_et._1969434480,50,11,35.0,2020-07-28,,0,2,51,14,14,13,0,0,15.523108364057276,2020-08-04,0.6862745098039216
/moskva/kvartiry/1-k_kvartira_35_m_612_et._1977549133,50,4,30.0,2020-07-29,,0,1,35,6,12,7,0,0,10.477097307352325,2020-08-04,0.8571428571428571
/moskva/kvartiry/3-k_kvartira_62_m_1421_et._1969299459,,7,100.0,2020-07-30,,0,3,62,14,21,6,1,0,7.937606730030061,2020-08-04,1.6129032258064515
/moskva/kvartiry/2-k_kvartira_63_m_1624_et._720365223,,20,35.0,2020-07-30,,0,2,63,16,24,6,0,0,22.579784132396757,2020-08-04,0.5555555555555556
/moskva/kvartiry/2-k_kvartira_54_m_318_et._1221489453,100,6,65.0,2020-07-31,,0,2,54,3,18,,0,0,8.197599186388118,2020-08-04,1.2037037037037037
/moskva/kvartiry/1-k_kvartira_42_m_724_et._1920508078,50,10,41.999,2020-07-31,,0,1,42,7,24,5,0,0,14.517695813647885,2020-08-04,0.9999761904761906
/moskva/kvartiry/2-k_kvartira_52_m_316_et._1981088357,50,7,36.0,2020-07-31,,0,2,52,3,16,7,0,0,17.644338136510328,2020-08-04,0.6923076923076923
/moskva/kvartiry/2-k_kvartira_60_m_1725_et._1935465178,,24,34.0,2020-07-28,,0,2,60,17,25,10,0,0,23.49489277665689,2020-08-04,0.5666666666666667
/moskva/kvartiry/1-k_kvartira_32_m_35_et._1954204904,,9,35.0,2020-07-31,,0,1,32,3,5,5,0,0,13.72134321956592,2020-08-04,1.09375
/moskva/kvartiry/1-k_kvartira_35_m_812_et._540203330,,6,45.0,2020-07-31,,0,1,35,8,12,9,0,0,12.33177916408014,2020-08-04,1.2857142857142858
/moskva/kvartiry/studiya_40_m_1624_et._1919007719,,6,75.0,2020-08-02,,1,1,40,16,24,3,0,0,2.350441672322792,2020-08-04,1.875
/moskva/kvartiry/3-k_kvartira_100_m_69_et._1224171269,0,5,150.0,2020-08-01,,0,3,100,6,9,4,0,0,2.350441672322792,2020-08-04,1.5
/moskva/kvartiry/4-k_kvartira_100_m_317_et._548143626,,8,75.0,2020-07-31,,0,4,100,3,17,5,0,0,13.890305901113779,2020-08-04,0.75
/moskva/kvartiry/1-k_kvartira_40_m_1017_et._1844597840,60,5,35.0,2020-07-31,,0,1,40,10,17,5,0,0,20.28006401482817,2020-08-04,0.875
/moskva/kvartiry/2-k_kvartira_52_m_214_et._1917788567,60,7,34.0,2020-07-28,,0,2,52,2,14,9,0,0,21.056346800212825,2020-08-04,0.6538461538461539
